ssn,age,education,marital-status,relationship,sex,income
329-32-9329,21.0,Bachelors,Never-married,Own-child,Female,<=50K
428-42-8428,28.0,,Never-married,,,<=50K
424-42-4424,48.0,Masters,,Unmarried,Female,<=50K
565-56-5565,35.0,Some-college,Married-civ-spouse,Husband,,
357-35-7357,52.0,HS-grad,Married-civ-spouse,,,<=50K
413-41-3413,36.0,Masters,,Husband,Male,<=50K
767-76-7767,38.0,1st-4th,Never-married,,Male,>50K
042-04-2042,42.0,Bachelors,Married-civ-spouse,Husband,Male,
203-20-3203,23.0,Some-college,Never-married,Not-in-family,,
232-23-2232,34.0,,Married-civ-spouse,Husband,Male,
306-30-6306,41.0,HS-grad,Divorced,Not-in-family,,>50K
187-18-7187,29.0,Bachelors,Separated,,Female,
870-87-0870,53.0,,,Husband,Male,<=50K
185-18-5185,,HS-grad,Married-civ-spouse,Husband,Male,
992-99-2992,49.0,HS-grad,Divorced,Not-in-family,,
612-61-2612,23.0,,Married-civ-spouse,,Male,<=50K
986-98-6986,40.0,,,Husband,Male,
563-56-3563,48.0,Prof-school,Married-civ-spouse,Husband,,<=50K
441-44-1441,56.0,,Married-civ-spouse,Husband,,
709-70-9709,57.0,,,Unmarried,Female,
200-20-0200,36.0,,Never-married,Not-in-family,,<=50K
371-37-1371,,Bachelors,,Husband,,<=50K
341-34-1341,46.0,,Divorced,Unmarried,Female,<=50K
021-02-1021,30.0,,Never-married,Not-in-family,Male,
228-22-8228,48.0,HS-grad,Separated,Unmarried,Female,<=50K
886-88-6886,44.0,,Married-civ-spouse,,,<=50K
863-86-3863,28.0,HS-grad,Married-civ-spouse,Husband,,
663-66-3663,51.0,,Married-civ-spouse,,Male,
435-43-5435,56.0,,,Husband,,<=50K
259-25-9259,41.0,HS-grad,Married-civ-spouse,Husband,Male,
655-65-5655,77.0,HS-grad,Married-civ-spouse,Husband,Male,
285-28-5285,72.0,,Widowed,Not-in-family,,<=50K
857-85-7857,22.0,,Never-married,Not-in-family,Female,
885-88-5885,33.0,,,Other-relative,Female,
008-00-8008,20.0,Some-college,Never-married,,,
833-83-3833,33.0,,,,,<=50K
731-73-1731,41.0,,,Husband,,<=50K
606-60-6606,45.0,,Never-married,Own-child,,>50K
795-79-5795,31.0,HS-grad,Married-civ-spouse,Husband,,
236-23-6236,31.0,Bachelors,Separated,Not-in-family,Male,
614-61-4614,40.0,Assoc-acdm,,Not-in-family,,<=50K
383-38-3383,,HS-grad,Never-married,Not-in-family,,<=50K
241-24-1241,32.0,Some-college,,Not-in-family,Male,
604-60-4604,46.0,Bachelors,,Unmarried,Female,<=50K
035-03-5035,34.0,HS-grad,Married-civ-spouse,Husband,Male,
469-46-9469,64.0,HS-grad,Married-civ-spouse,,Male,<=50K
979-97-9979,29.0,,Married-civ-spouse,Wife,,
098-09-8098,51.0,HS-grad,Married-civ-spouse,Husband,Male,
225-22-5225,60.0,,,,,
600-60-0600,27.0,,Never-married,Not-in-family,Female,
444-44-4444,40.0,Masters,Divorced,,,<=50K
658-65-8658,49.0,HS-grad,Married-civ-spouse,Husband,Male,>50K
313-31-3313,22.0,,Never-married,Own-child,Male,<=50K
461-46-1461,62.0,,Married-civ-spouse,Husband,Male,<=50K
775-77-5775,23.0,,,Husband,Male,
876-87-6876,20.0,Assoc-voc,Never-married,Own-child,Female,
376-37-6376,18.0,10th,Never-married,,,<=50K
387-38-7387,28.0,,Married-civ-spouse,,Male,
356-35-6356,52.0,Some-college,Divorced,Unmarried,Female,<=50K
605-60-5605,21.0,,Never-married,Own-child,,<=50K
553-55-3553,46.0,Some-college,,,Male,>50K
852-85-2852,43.0,Bachelors,,Not-in-family,,>50K
524-52-4524,34.0,10th,Never-married,,Female,
455-45-5455,32.0,HS-grad,Never-married,,Male,>50K
214-21-4214,,Bachelors,Married-civ-spouse,Husband,,
006-00-6006,28.0,Some-college,Never-married,,,<=50K
618-61-8618,53.0,HS-grad,,Husband,Male,>50K
044-04-4044,33.0,Some-college,Never-married,Not-in-family,Female,<=50K
138-13-8138,35.0,Bachelors,,Husband,Male,<=50K
715-71-5715,47.0,,Widowed,Not-in-family,Female,
425-42-5425,,HS-grad,,Wife,,>50K
127-12-7127,30.0,Assoc-acdm,Married-civ-spouse,Husband,,<=50K
381-38-1381,22.0,HS-grad,,Other-relative,Male,
332-33-2332,,,Never-married,,,<=50K
243-24-3243,29.0,Some-college,,Husband,Male,<=50K
000-00-0000,44.0,HS-grad,Widowed,Unmarried,,>50K
