ssn,age,education,marital-status,relationship,sex,income
099-44-7174,32.0,,Married-civ-spouse,Husband,Male,<=50K
766-36-9778,25.0,,Divorced,Not-in-family,Male,<=50K
268-98-0343,31.0,Assoc-voc,Never-married,Unmarried,,
487-65-3562,40.0,,Divorced,Not-in-family,Female,<=50K
143-94-9631,27.0,HS-grad,Divorced,Unmarried,,<=50K
065-93-9803,44.0,HS-grad,Separated,Unmarried,Male,<=50K
662-59-2136,20.0,Some-college,Never-married,Own-child,,
445-51-5970,56.0,,Married-civ-spouse,Husband,Male,
392-04-5454,,HS-grad,Separated,Not-in-family,,<=50K
901-32-0637,,Assoc-voc,Married-civ-spouse,Husband,,>50K
886-57-8623,42.0,Some-college,,,,
566-86-1178,52.0,Prof-school,Married-civ-spouse,Husband,,
495-36-2407,41.0,,Married-civ-spouse,Husband,,
726-19-7787,39.0,10th,Married-civ-spouse,Husband,,
475-42-9974,21.0,9th,Never-married,Not-in-family,Male,<=50K
685-47-2972,61.0,Bachelors,Divorced,,Female,<=50K
097-85-0122,38.0,HS-grad,Widowed,,,
688-69-7788,28.0,HS-grad,Never-married,,,
422-57-3709,20.0,,Never-married,Not-in-family,Female,<=50K
156-29-6068,32.0,Bachelors,Married-civ-spouse,Husband,,
806-01-9655,43.0,,Married-civ-spouse,Husband,Male,
395-39-3119,63.0,,,Not-in-family,,<=50K
082-64-7420,22.0,HS-grad,Divorced,Not-in-family,,
500-30-7124,43.0,,Married-civ-spouse,,Male,
190-32-5552,19.0,Some-college,Never-married,Other-relative,,<=50K
702-79-4839,,,Divorced,Unmarried,Male,
271-86-7321,31.0,Some-college,Never-married,Not-in-family,Male,
908-75-3070,23.0,,Never-married,Own-child,Female,<=50K
856-81-8180,42.0,7th-8th,Married-civ-spouse,Other-relative,Female,
952-27-2726,58.0,7th-8th,Married-civ-spouse,Husband,,
949-50-8598,18.0,,Divorced,Not-in-family,Female,<=50K
010-25-7985,31.0,,Never-married,,,
336-88-5749,70.0,HS-grad,Married-civ-spouse,Husband,Male,
013-42-1375,34.0,,Married-civ-spouse,Husband,Male,>50K
725-46-0687,29.0,1st-4th,Never-married,Own-child,,<=50K
483-72-2358,27.0,11th,,Husband,,>50K
563-54-4225,18.0,,Never-married,Own-child,Male,
977-51-8426,54.0,,,Husband,Male,
826-68-9188,,,Never-married,Own-child,Male,<=50K
863-08-3537,37.0,9th,Separated,Not-in-family,,<=50K
041-27-7641,31.0,,Married-civ-spouse,Husband,Male,<=50K
713-75-9213,58.0,HS-grad,Divorced,Not-in-family,,
049-93-8574,40.0,Some-college,Married-civ-spouse,Husband,Male,>50K
281-91-0319,37.0,Some-college,Divorced,Unmarried,,
707-09-4593,,HS-grad,Divorced,Unmarried,Female,<=50K
638-88-2063,78.0,,,Husband,Male,<=50K
470-63-8820,26.0,,Never-married,Own-child,Female,
372-23-5871,55.0,HS-grad,Divorced,Not-in-family,,
891-21-6215,,Bachelors,Married-civ-spouse,Husband,Male,<=50K
608-41-5232,43.0,7th-8th,,,,
469-59-4594,45.0,12th,Never-married,,,>50K
247-32-8009,28.0,Assoc-acdm,Never-married,Unmarried,Female,
067-62-8992,50.0,,Never-married,,Male,>50K
179-17-6903,34.0,HS-grad,Married-civ-spouse,Husband,,<=50K
943-94-9630,24.0,Some-college,Never-married,Own-child,,<=50K
966-55-4053,42.0,HS-grad,Married-civ-spouse,Husband,,<=50K
212-74-5700,54.0,Some-college,Married-civ-spouse,Husband,Male,
873-00-3684,31.0,Some-college,Never-married,Own-child,Male,
692-81-3267,18.0,Some-college,Never-married,Own-child,Male,
341-43-1203,45.0,Masters,Married-civ-spouse,,,<=50K
615-81-6952,,HS-grad,Never-married,Own-child,,<=50K
916-83-0465,50.0,Some-college,Divorced,,Female,<=50K
809-79-7296,23.0,Bachelors,,Own-child,,
771-16-0932,37.0,Some-college,,,,
544-53-3168,50.0,HS-grad,Married-civ-spouse,Husband,,
693-36-6092,22.0,HS-grad,Divorced,,Female,
593-51-9655,32.0,5th-6th,Never-married,,,>50K
843-05-8967,,HS-grad,,,,
581-51-1055,45.0,5th-6th,Never-married,Unmarried,,
100-58-3537,55.0,7th-8th,Married-civ-spouse,Husband,Male,<=50K
643-82-6780,64.0,Bachelors,Married-civ-spouse,,Male,<=50K
882-30-9581,27.0,,Never-married,Not-in-family,Female,<=50K
006-44-9631,19.0,,Never-married,Other-relative,Male,
652-33-4151,17.0,HS-grad,Never-married,Other-relative,Male,
423-71-0073,55.0,Some-college,,Wife,Female,<=50K
387-74-5699,24.0,Bachelors,Widowed,Other-relative,Female,<=50K
202-54-9139,55.0,Some-college,,Wife,Female,<=50K
854-88-3291,35.0,Some-college,Married-civ-spouse,Husband,Male,>50K
039-43-4889,64.0,Some-college,Divorced,Not-in-family,Male,
570-60-8107,,Bachelors,Divorced,,Female,<=50K
107-09-4594,17.0,11th,Never-married,Own-child,Male,
142-75-1842,22.0,Some-college,,,,>50K
365-04-9139,,Prof-school,,Husband,Male,
036-27-1498,18.0,HS-grad,,Own-child,Female,<=50K
820-30-0981,34.0,Masters,Never-married,,Male,<=50K
315-04-9139,21.0,,Divorced,Other-relative,Male,
525-24-5699,23.0,,Divorced,,,
119-71-7444,46.0,Some-college,,,Female,<=50K
330-55-8967,27.0,Bachelors,Never-married,,Male,
073-06-5110,26.0,Masters,Married-civ-spouse,,,<=50K
272-54-2997,42.0,Bachelors,,,Male,<=50K
366-03-1940,89.0,,Married-civ-spouse,Husband,,
115-32-5552,49.0,Bachelors,,Not-in-family,,<=50K
185-01-2284,65.0,9th,Married-civ-spouse,Husband,,
169-53-3169,62.0,Some-college,Divorced,Unmarried,,<=50K
300-09-2137,44.0,Some-college,,,,
380-77-3955,41.0,,,Husband,,<=50K
428-68-5503,21.0,,Never-married,Not-in-family,,<=50K
835-38-0834,,,,Husband,Male,<=50K
415-29-4839,40.0,Bachelors,Married-civ-spouse,,Male,
713-17-5674,31.0,Assoc-acdm,Married-civ-spouse,,,<=50K
245-79-2383,57.0,9th,Married-civ-spouse,,,
874-99-9999,36.0,,Married-civ-spouse,,,
998-34-1522,,Some-college,Married-civ-spouse,Husband,,
150-36-8550,36.0,,Never-married,,Female,
641-86-1178,33.0,Assoc-voc,,,Male,>50K
261-36-3636,34.0,Assoc-acdm,Divorced,,Female,<=50K
690-11-0564,30.0,,,Husband,Male,
354-94-4717,19.0,HS-grad,,Other-relative,Male,
617-41-4004,20.0,Bachelors,Never-married,,,<=50K
274-10-9336,,,Married-civ-spouse,Husband,Male,>50K
633-32-3095,22.0,,Never-married,Own-child,,
487-10-0736,,,Separated,,Female,<=50K
984-61-3021,43.0,HS-grad,,,,<=50K
408-81-4495,,Assoc-acdm,,Not-in-family,Male,<=50K
860-84-1522,62.0,Bachelors,,Not-in-family,,
893-08-9679,39.0,Bachelors,Married-civ-spouse,Husband,Male,>50K
003-40-9090,38.0,HS-grad,Married-civ-spouse,Husband,,<=50K
049-84-6437,33.0,Masters,Married-civ-spouse,,Male,
562-71-4987,41.0,HS-grad,Never-married,Not-in-family,Male,
497-60-4422,,,Married-civ-spouse,Husband,,
072-94-2260,17.0,HS-grad,Widowed,Not-in-family,,<=50K
253-93-1203,33.0,HS-grad,Widowed,Not-in-family,Male,<=50K
586-85-5036,47.0,,Married-civ-spouse,Husband,Male,
537-62-2849,31.0,,Married-civ-spouse,Husband,Male,<=50K
426-32-0638,19.0,,Never-married,Own-child,,
823-43-3660,47.0,,Married-civ-spouse,Husband,,
483-87-5920,52.0,Some-college,,Husband,Male,<=50K
235-99-5085,40.0,HS-grad,Married-civ-spouse,,Male,
908-04-6682,22.0,HS-grad,Married-civ-spouse,Wife,,
298-89-4348,23.0,Some-college,Married-civ-spouse,Wife,Female,>50K
351-62-7763,22.0,Bachelors,Never-married,Own-child,,<=50K
962-00-8598,62.0,,Married-civ-spouse,Husband,,
447-38-9434,41.0,Some-college,Never-married,Not-in-family,Female,<=50K
773-28-0097,67.0,Assoc-voc,Married-civ-spouse,Husband,Male,
047-14-3734,37.0,,Married-civ-spouse,Wife,,
757-67-8131,46.0,,Never-married,Unmarried,Male,<=50K
465-29-4839,42.0,Some-college,Never-married,Not-in-family,Female,<=50K
559-85-8721,50.0,Bachelors,Never-married,Not-in-family,Female,
086-54-7911,37.0,10th,Never-married,Not-in-family,Male,
152-11-9164,,,Separated,,,<=50K
861-33-2922,51.0,Masters,Never-married,Unmarried,Female,
199-26-2899,29.0,Some-college,Never-married,Not-in-family,Male,<=50K
616-33-9065,43.0,,Married-civ-spouse,Husband,Male,
960-25-7984,44.0,Assoc-acdm,Never-married,,Male,<=50K
830-58-9679,65.0,,Never-married,,Male,<=50K
248-28-0098,62.0,,,Husband,,
715-69-4102,73.0,HS-grad,,Husband,Male,<=50K
146-95-9459,,HS-grad,Married-civ-spouse,Husband,Male,>50K
659-33-6608,22.0,,Divorced,Own-child,,
152-76-4127,32.0,11th,Married-civ-spouse,Husband,Male,>50K
689-34-2751,46.0,HS-grad,Married-civ-spouse,Husband,,
310-71-8672,28.0,Masters,,Unmarried,,<=50K
200-82-9238,30.0,HS-grad,Married-civ-spouse,Husband,,>50K
812-74-5699,22.0,Assoc-voc,Married-civ-spouse,,,
961-57-8623,20.0,Some-college,Never-married,Other-relative,Female,
154-48-4029,,HS-grad,Married-civ-spouse,Husband,Male,
080-58-9680,37.0,HS-grad,,,Male,
966-36-9777,37.0,,Married-civ-spouse,Husband,Male,
735-41-1547,42.0,HS-grad,,,Female,<=50K
979-66-8303,65.0,HS-grad,Married-civ-spouse,Husband,Male,
038-02-2112,71.0,Prof-school,,Husband,Male,
143-51-9655,35.0,,Never-married,Own-child,Female,<=50K
957-06-3881,81.0,,Never-married,Not-in-family,,<=50K
728-59-3365,30.0,Bachelors,Widowed,Not-in-family,Female,
509-88-9434,48.0,Some-college,Divorced,,Male,<=50K
080-34-3980,67.0,HS-grad,,Not-in-family,Male,
017-41-4004,37.0,HS-grad,,,,<=50K
994-56-3881,39.0,Masters,,Husband,Male,>50K
187-40-7862,67.0,,Never-married,Not-in-family,,>50K
649-78-5011,41.0,,Never-married,Unmarried,Female,<=50K
700-52-2112,21.0,Some-college,Married-civ-spouse,,,
110-84-1523,,Some-college,Never-married,Not-in-family,,<=50K
359-98-1572,27.0,,Never-married,Own-child,Male,<=50K
545-57-7395,32.0,Some-college,Divorced,Not-in-family,Male,
315-75-5527,18.0,10th,,Own-child,Male,<=50K
327-33-4152,22.0,Assoc-acdm,Never-married,Own-child,,<=50K
274-41-6461,29.0,HS-grad,,,,<=50K
733-10-8107,49.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
915-69-4102,38.0,Assoc-voc,Divorced,,,
455-40-5404,20.0,Some-college,Divorced,Not-in-family,Female,
035-78-0098,55.0,7th-8th,Never-married,,Male,
175-09-2137,33.0,Bachelors,Never-married,Not-in-family,,>50K
422-29-7296,31.0,Some-college,Married-civ-spouse,Husband,,<=50K
888-75-9212,,Some-college,Married-civ-spouse,,Male,<=50K
769-53-3168,41.0,HS-grad,Married-civ-spouse,Wife,,<=50K
745-70-0244,50.0,Assoc-acdm,Divorced,,,<=50K
452-67-1989,21.0,HS-grad,Never-married,Other-relative,,
900-42-9974,36.0,HS-grad,Married-civ-spouse,Husband,Male,
652-45-7001,28.0,,Never-married,Not-in-family,,<=50K
866-21-6215,40.0,9th,Divorced,Not-in-family,Female,<=50K
859-33-6608,56.0,Some-college,Married-civ-spouse,,Male,
111-70-1474,20.0,11th,Never-married,Own-child,,
080-09-8280,53.0,,Divorced,Unmarried,Female,<=50K
545-94-5945,18.0,,Married-spouse-absent,Unmarried,,
804-26-9040,54.0,HS-grad,Divorced,Unmarried,Female,<=50K
804-66-8303,32.0,Bachelors,Never-married,Unmarried,Female,
291-95-3316,,Bachelors,,,Female,<=50K
181-26-5356,,HS-grad,Never-married,Not-in-family,,<=50K
180-12-8992,,Bachelors,Married-civ-spouse,,Male,<=50K
425-55-2825,30.0,,Divorced,,Male,
665-23-3414,26.0,HS-grad,,Not-in-family,,<=50K
170-73-0958,32.0,Some-college,Divorced,Not-in-family,,<=50K
461-97-7886,60.0,,Married-civ-spouse,Husband,,
445-17-8132,63.0,Bachelors,,Husband,Male,>50K
358-93-7346,48.0,,Divorced,,,>50K
631-54-1768,53.0,Masters,Married-civ-spouse,Husband,Male,
352-45-7002,44.0,HS-grad,,Husband,Male,
961-54-7910,21.0,HS-grad,Divorced,Unmarried,,<=50K
949-75-4298,23.0,Assoc-voc,Never-married,Own-child,Male,<=50K
434-76-6584,,Some-college,Married-spouse-absent,Own-child,,
240-72-4815,31.0,Bachelors,,Not-in-family,Male,<=50K
804-02-3340,66.0,Doctorate,Married-civ-spouse,Husband,Male,
593-61-1793,35.0,,Divorced,Not-in-family,Female,<=50K
642-81-3267,,Some-college,,Husband,,<=50K
972-69-6559,38.0,HS-grad,Married-civ-spouse,Wife,Female,<=50K
437-40-7861,38.0,HS-grad,Divorced,Not-in-family,,>50K
002-33-4152,44.0,HS-grad,Married-civ-spouse,Husband,Male,
380-22-1129,55.0,Some-college,,Unmarried,Male,<=50K
219-77-8869,28.0,,,,Male,<=50K
330-43-6117,28.0,Some-college,Married-civ-spouse,,Male,
108-13-8820,21.0,Some-college,Never-married,Own-child,Male,<=50K
046-89-8034,,Assoc-acdm,Divorced,Not-in-family,Male,
396-92-8746,39.0,Some-college,,Not-in-family,,
883-38-4520,29.0,Some-college,Never-married,,,<=50K
336-30-2210,,11th,Never-married,Not-in-family,,
954-45-3315,18.0,,,,,<=50K
796-95-9458,43.0,Bachelors,Married-civ-spouse,Husband,Male,<=50K
680-28-2554,26.0,,,,Female,>50K
722-14-3733,43.0,Bachelors,,Husband,,
125-21-4987,40.0,,,Husband,,<=50K
810-31-9409,67.0,HS-grad,,Husband,Male,>50K
988-08-3537,63.0,10th,Married-civ-spouse,Husband,,
461-79-3611,46.0,,Married-civ-spouse,Wife,Female,>50K
402-64-1277,17.0,,,Other-relative,Female,
779-88-3291,49.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
945-23-9556,29.0,,,,Male,>50K
712-31-5724,21.0,Some-college,Never-married,Own-child,Male,
466-55-4053,56.0,HS-grad,Married-civ-spouse,Husband,Male,>50K
812-92-9974,42.0,Bachelors,,Husband,Male,
508-01-5970,35.0,HS-grad,Divorced,Unmarried,,<=50K
831-44-9630,28.0,HS-grad,,Unmarried,Male,
879-39-1891,45.0,,,Unmarried,,<=50K
673-58-7222,34.0,,,Not-in-family,,<=50K
608-99-8770,45.0,,Married-civ-spouse,Husband,Male,
642-50-6141,48.0,Bachelors,Divorced,Unmarried,Male,
079-39-1891,,HS-grad,Never-married,Not-in-family,,<=50K
416-43-1203,33.0,,Married-civ-spouse,,Male,
963-20-6387,65.0,HS-grad,Married-civ-spouse,Husband,Male,
717-47-5429,43.0,5th-6th,Married-civ-spouse,Husband,,
323-09-5822,51.0,,,Husband,Male,>50K
052-21-1302,46.0,HS-grad,,Wife,,>50K
532-52-4569,44.0,,,Husband,,
300-92-1375,,Bachelors,Divorced,Not-in-family,Female,
568-70-3930,25.0,,Married-civ-spouse,,,
486-60-9336,23.0,Bachelors,Never-married,Own-child,Male,
621-65-2333,44.0,Assoc-voc,Divorced,,,
975-15-3561,66.0,Bachelors,Married-civ-spouse,Husband,Male,<=50K
348-34-1522,,HS-grad,,Husband,Male,
333-66-0933,39.0,,Married-civ-spouse,Husband,Male,<=50K
787-25-4298,25.0,Assoc-acdm,Married-civ-spouse,,,>50K
472-05-1596,25.0,,Married-civ-spouse,Husband,Male,>50K
922-20-5158,,,Never-married,Unmarried,Female,
948-09-5822,63.0,Some-college,Divorced,,,
498-43-3660,40.0,,,Husband,,
324-01-7198,67.0,Assoc-acdm,,,,<=50K
512-34-6436,,,,,Male,<=50K
823-58-7222,52.0,,,Husband,,
232-46-3144,58.0,HS-grad,Married-civ-spouse,Husband,,<=50K
856-41-8918,57.0,,,,Female,<=50K
525-67-5675,28.0,,Married-civ-spouse,,,
359-42-8746,33.0,,Widowed,Not-in-family,Male,<=50K
686-02-5797,28.0,HS-grad,Never-married,,,
317-72-1129,,Bachelors,Married-civ-spouse,Wife,Female,>50K
191-55-4053,,Some-college,,Unmarried,,
529-51-4741,47.0,Assoc-acdm,Married-civ-spouse,Husband,Male,<=50K
653-80-8353,18.0,HS-grad,,Own-child,,<=50K
897-91-1547,40.0,HS-grad,Married-civ-spouse,Wife,Female,>50K
052-70-2702,36.0,Some-college,Never-married,,,>50K
550-95-2087,47.0,Bachelors,Never-married,,Male,
258-29-2383,32.0,,Married-civ-spouse,Husband,Male,<=50K
874-75-4298,,Assoc-acdm,Married-civ-spouse,Wife,Female,
268-12-0392,22.0,,Never-married,Unmarried,,>50K
814-18-9188,41.0,Assoc-voc,Never-married,Not-in-family,Female,
523-86-3635,18.0,HS-grad,,,,<=50K
865-07-9851,57.0,HS-grad,Married-civ-spouse,Husband,Male,>50K
226-35-1351,52.0,HS-grad,Married-civ-spouse,Husband,Male,
001-01-3513,36.0,Assoc-voc,Married-civ-spouse,,Male,
459-58-2309,28.0,Bachelors,Married-civ-spouse,Husband,,>50K
662-99-1399,23.0,HS-grad,Separated,,Female,<=50K
774-10-9335,20.0,,Never-married,Own-child,,<=50K
466-12-4078,42.0,Masters,Widowed,,,<=50K
719-53-3168,28.0,Some-college,Divorced,Unmarried,Female,<=50K
229-51-4741,,,Never-married,Unmarried,,
574-01-7198,,HS-grad,Married-civ-spouse,,Male,<=50K
247-05-1596,30.0,11th,Never-married,Not-in-family,,<=50K
531-05-0368,,,Divorced,Not-in-family,,
788-78-9925,32.0,,,Not-in-family,Female,
907-49-3856,55.0,,Married-civ-spouse,Husband,,
673-86-3635,21.0,,Never-married,Own-child,,
986-76-2898,,,Never-married,,,<=50K
809-02-9483,51.0,,,Other-relative,Female,
878-56-2652,38.0,11th,Married-civ-spouse,Husband,Male,
919-47-1743,30.0,HS-grad,Married-civ-spouse,Husband,,<=50K
134-12-1621,45.0,Bachelors,,Husband,,<=50K
925-55-2824,32.0,11th,Never-married,Unmarried,,
633-20-0245,28.0,HS-grad,,Other-relative,Male,
022-72-7272,70.0,,Married-civ-spouse,Husband,Male,>50K
175-36-8550,24.0,HS-grad,Divorced,Not-in-family,Female,<=50K
591-92-2603,38.0,Prof-school,Married-civ-spouse,,,>50K
380-06-7567,32.0,,Married-civ-spouse,Husband,Male,
685-99-5085,21.0,,Married-civ-spouse,Wife,,
192-90-5405,37.0,Some-college,Married-civ-spouse,,,
253-77-7641,45.0,,Married-civ-spouse,Husband,Male,>50K
250-12-2849,32.0,Some-college,Married-civ-spouse,,Male,<=50K
687-22-3586,33.0,Some-college,Divorced,,Female,
168-98-0343,,HS-grad,Never-married,Not-in-family,Female,<=50K
607-86-2407,37.0,HS-grad,Married-civ-spouse,,Male,
834-39-8033,38.0,,Married-civ-spouse,Husband,,
967-35-2578,64.0,HS-grad,Never-married,,,<=50K
574-69-2874,55.0,Masters,Married-civ-spouse,Husband,Male,
415-07-9852,67.0,HS-grad,,Husband,,<=50K
523-12-6535,19.0,HS-grad,Never-married,Not-in-family,,
088-57-4938,64.0,Prof-school,Married-civ-spouse,Husband,,<=50K
561-24-0785,38.0,,Divorced,Not-in-family,,<=50K
920-20-8844,20.0,,Never-married,Own-child,Female,
438-29-8525,31.0,Bachelors,Married-civ-spouse,Own-child,Female,<=50K
005-00-6142,62.0,HS-grad,,Not-in-family,,
888-02-2112,,,Married-civ-spouse,Husband,Male,<=50K
944-01-1055,,,Married-civ-spouse,Husband,Male,<=50K
088-72-8501,30.0,Some-college,Married-civ-spouse,Husband,Male,>50K
306-51-1056,59.0,,Married-civ-spouse,Husband,,
800-92-1375,40.0,11th,Divorced,Not-in-family,Male,<=50K
148-15-7248,61.0,HS-grad,Widowed,,,
502-82-5552,48.0,,Never-married,Own-child,Female,
401-47-4201,21.0,Some-college,,Own-child,,<=50K
180-43-6117,67.0,Assoc-voc,Married-civ-spouse,Husband,Male,
609-49-0171,38.0,10th,,Husband,,<=50K
477-08-8451,49.0,,Married-civ-spouse,Husband,Male,>50K
151-38-2063,,Some-college,Married-civ-spouse,Wife,,<=50K
602-42-6289,24.0,,,Other-relative,Female,<=50K
226-53-5626,35.0,11th,Married-spouse-absent,,Female,
344-10-3193,50.0,,Divorced,,Female,<=50K
679-36-1178,31.0,9th,Married-civ-spouse,,,
752-24-2013,,Some-college,Never-married,,,
482-18-6731,34.0,,Divorced,Unmarried,Female,<=50K
938-54-4225,43.0,HS-grad,,Husband,,
191-89-1891,43.0,Bachelors,Never-married,,Male,
837-68-4274,21.0,,Never-married,,,
468-27-3955,,Assoc-voc,Never-married,Not-in-family,,
049-78-5012,23.0,,,,,<=50K
230-19-0417,19.0,HS-grad,Separated,Own-child,Male,<=50K
501-38-2063,38.0,Bachelors,,Husband,Male,>50K
218-30-4668,,,Married-civ-spouse,Husband,Male,
599-84-6436,,Masters,,Own-child,,<=50K
867-38-3291,22.0,,Never-married,Own-child,,
385-68-7960,41.0,HS-grad,Separated,Unmarried,Female,
134-82-8009,25.0,,Never-married,Not-in-family,,
853-50-1227,32.0,HS-grad,Married-civ-spouse,Husband,,>50K
233-53-8083,17.0,Some-college,Never-married,Own-child,Male,
114-92-6289,,HS-grad,,Own-child,Male,
775-76-7812,38.0,HS-grad,Married-civ-spouse,Husband,,>50K
928-28-6239,30.0,Some-college,Divorced,Unmarried,,
060-62-6535,45.0,,Married-civ-spouse,,,<=50K
339-15-8476,41.0,,Married-civ-spouse,Husband,,
041-64-6191,31.0,11th,Married-civ-spouse,,,<=50K
234-88-9434,22.0,Some-college,,Husband,,<=50K
087-65-3562,51.0,,Never-married,Not-in-family,Female,<=50K
577-51-8426,35.0,,Never-married,Own-child,Male,
725-85-9950,45.0,Masters,Married-civ-spouse,Husband,Male,
669-53-3168,37.0,HS-grad,Never-married,,,<=50K
641-64-6191,27.0,Prof-school,,,,
267-90-5405,38.0,HS-grad,,Husband,,
787-56-1424,74.0,,Never-married,,Male,>50K
545-42-3832,51.0,Some-college,Never-married,Not-in-family,Male,<=50K
840-38-6977,,Some-college,Married-civ-spouse,,,
151-04-4225,,Some-college,Never-married,Not-in-family,,
838-20-6387,35.0,HS-grad,,Husband,,<=50K
875-39-9262,55.0,HS-grad,Never-married,,Male,<=50K
839-12-7763,28.0,10th,Married-civ-spouse,Husband,,>50K
460-16-5847,69.0,Assoc-voc,Married-civ-spouse,Wife,Female,>50K
035-28-8697,47.0,HS-grad,Divorced,Not-in-family,,
639-09-7050,26.0,HS-grad,Divorced,,Female,
467-07-6166,31.0,,Married-civ-spouse,Husband,Male,>50K
806-87-9606,42.0,,Married-civ-spouse,Wife,,<=50K
434-33-6608,42.0,,Married-civ-spouse,Husband,Male,>50K
463-11-4250,48.0,HS-grad,Married-civ-spouse,Husband,,>50K
937-71-4986,23.0,,,Own-child,Male,<=50K
445-02-4569,30.0,Some-college,Never-married,Unmarried,Female,<=50K
592-26-0441,32.0,,Never-married,,Male,
060-93-3660,34.0,Masters,Married-civ-spouse,Husband,Male,
131-48-0343,43.0,Assoc-voc,Widowed,Unmarried,Female,
289-21-9901,44.0,7th-8th,Married-civ-spouse,Husband,,
011-33-2923,72.0,Doctorate,,Not-in-family,,
641-12-4077,48.0,,Divorced,Unmarried,,
963-45-2087,40.0,Masters,Never-married,,,<=50K
870-91-5232,43.0,HS-grad,Separated,,Female,
911-05-6510,35.0,Masters,Married-civ-spouse,Husband,Male,
004-60-6879,26.0,HS-grad,Never-married,Not-in-family,,<=50K
581-41-8918,37.0,,Married-civ-spouse,Husband,Male,
017-53-6855,30.0,HS-grad,Married-civ-spouse,,,
581-60-3193,30.0,Assoc-acdm,Married-civ-spouse,Husband,,
020-02-4570,52.0,Some-college,Married-civ-spouse,Husband,,
525-12-2849,78.0,HS-grad,Never-married,Not-in-family,Male,<=50K
685-90-2947,40.0,Some-college,Married-civ-spouse,Husband,Male,
211-76-2899,63.0,,Married-civ-spouse,Husband,,
408-32-3095,27.0,HS-grad,,Unmarried,,<=50K
050-18-4275,18.0,HS-grad,Divorced,,Female,<=50K
176-50-4913,32.0,,Separated,,,
153-50-1228,40.0,Assoc-voc,Never-married,Unmarried,,
485-01-2284,,Assoc-acdm,Never-married,,,>50K
968-33-5379,,HS-grad,Never-married,Not-in-family,Male,<=50K
217-19-9016,21.0,Some-college,,Own-child,Female,<=50K
776-90-4176,53.0,,,Husband,Male,<=50K
235-10-4422,45.0,HS-grad,Married-civ-spouse,Wife,Female,
714-52-7026,24.0,Assoc-acdm,Never-married,Not-in-family,Male,
289-18-9188,38.0,Bachelors,Divorced,Unmarried,Female,
980-03-6854,41.0,Some-college,Divorced,Not-in-family,,>50K
301-96-5601,40.0,HS-grad,Married-civ-spouse,,Male,
625-61-4249,,,Married-civ-spouse,,Male,
363-48-2800,32.0,,Never-married,,,<=50K
830-06-7566,43.0,Some-college,,Unmarried,Female,<=50K
362-31-5724,24.0,Some-college,Never-married,,Female,
808-23-0957,,Some-college,Never-married,,Male,
560-47-2972,22.0,,Never-married,Other-relative,Female,
859-36-7321,71.0,Some-college,Married-civ-spouse,Husband,Male,
984-15-2333,,,Married-civ-spouse,Wife,,
632-80-0982,,7th-8th,Married-civ-spouse,Husband,Male,>50K
484-82-8009,39.0,,,Wife,,
161-24-0786,35.0,,Divorced,Not-in-family,Male,
892-22-9728,51.0,Bachelors,,,,>50K
131-72-6044,31.0,,Married-civ-spouse,,,>50K
828-22-4814,23.0,HS-grad,Never-married,Own-child,,
479-39-1891,43.0,Bachelors,Married-civ-spouse,Husband,,
157-12-5306,,,Never-married,,,<=50K
499-50-8599,22.0,Assoc-voc,Divorced,,,
300-70-6387,25.0,,,Own-child,,<=50K
060-35-0122,40.0,HS-grad,Married-civ-spouse,,,
807-73-9556,50.0,,Never-married,Not-in-family,Female,<=50K
136-17-9361,37.0,HS-grad,Never-married,Not-in-family,,>50K
547-91-1547,45.0,Bachelors,Separated,Unmarried,Female,<=50K
966-33-9065,34.0,Some-college,Never-married,,,
721-06-8795,43.0,,Married-civ-spouse,Husband,Male,
401-78-1326,37.0,11th,Never-married,Not-in-family,,
314-98-7714,39.0,Some-college,Never-married,Unmarried,Female,
485-28-8697,44.0,,Divorced,Not-in-family,Male,>50K
803-86-9778,38.0,Bachelors,,Husband,,
691-67-6903,41.0,HS-grad,Married-civ-spouse,,Male,<=50K
482-34-0294,39.0,5th-6th,Married-spouse-absent,Unmarried,,
771-34-5208,51.0,HS-grad,,Wife,Female,>50K
244-62-5306,49.0,Some-college,,Husband,Male,<=50K
459-30-5896,48.0,Bachelors,,Unmarried,Female,<=50K
689-06-6338,18.0,9th,Never-married,,,
107-89-3120,40.0,,Married-civ-spouse,Husband,Male,
791-73-8328,33.0,,,Wife,Female,>50K
536-14-8648,39.0,Assoc-voc,,,Male,
782-43-2431,23.0,,Never-married,Own-child,,<=50K
328-28-6240,52.0,5th-6th,,Husband,,
367-69-0417,30.0,HS-grad,,Not-in-family,Male,<=50K
881-87-9605,39.0,1st-4th,,Husband,,>50K
735-71-8672,64.0,12th,Married-civ-spouse,Husband,,>50K
895-54-6682,43.0,7th-8th,,Unmarried,,
467-90-5404,53.0,,Separated,Not-in-family,,<=50K
546-49-8770,24.0,,Divorced,Not-in-family,Male,
354-60-6879,,9th,Never-married,Other-relative,,
581-48-0343,21.0,Bachelors,Never-married,Other-relative,,
640-81-6952,41.0,HS-grad,Married-civ-spouse,Wife,Female,
940-87-8377,23.0,5th-6th,Married-civ-spouse,,Male,
289-43-4889,30.0,,,,Female,
635-04-2996,43.0,,Married-civ-spouse,Husband,,
787-22-3586,51.0,,Divorced,Unmarried,,
929-14-6190,23.0,,Never-married,Own-child,Female,
